year,rating,id,title,imdb_id
1982,3,7107,The State of Things,0084725
1982,0,6871,Rocky III,0084602
1982,1,1896,The King of Comedy,0085794
1982,3,231,Le Retour de Martin Guerre,0084589
1982,3,3034,Grease 2,0084021
1982,1,9356,Monty Python Live at the Hollywood Bowl,0084352
1982,3,8115,Evil Under the Sun,0083908
1983,3,7587,Yentl,0086619
1983,1,3519,Local Hero,0085859
1983,3,7243,Jaws 3-D,0085750
1983,2,2387,Rumble Fish,0086216
1983,3,5257,Hercules,0085672
1983,2,6313,Octopussy,0086034
1983,1,5427,The Dead Zone,0085407
1983,3,1785,The Hunger,0085701
1983,1,5473,A Christmas Story,0085334
1983,3,3972,Flashdance,0085549
1983,0,5945,Merry Christmas Mr Lawrence,0085933
1983,1,1667,Trading Places,0086465
1983,0,4585,Go for It,0085601
1983,1,8326,Strange Brew,0086373
1983,3,4771,Los renglones torcidos de Dios,0224005
1983,3,3672,Lianna,0085838
1983,1,7531,El pico,0086104
1983,3,1105,Educating Rita,0085478
1983,1,5321,Scarface,0086250
1983,3,442,Silkwood,0086312
1983,3,3376,Dark Habits,0085496
1983,1,6791,The 4th Man,0086543
1983,3,9130,Suburbia,0086589
1983,3,4449,Terms of Endearment,0086425
1983,3,9274,Risky Business,0086200
1983,3,3644,Born in Flames,0085267
1983,3,2599,El Norte,0085482
1983,2,3892,Videodrome,0086541
1983,3,7750,Cujo,0085382
1983,1,6127,Mickey’s Christmas Carol,0085936
1983,1,3685,WarGames,0086567
1983,1,455,Christine,0085333
1983,1,4448,Terms of Endearment,0086425
1983,1,1822,Yellowbeard,0086618
1983,3,8812,Wild Style,0084904
1983,3,8029,Barefoot Gen,0085218
1983,3,1793,The Ballad of Narayama,0084390
1983,0,2255,Breathless,0085276
1983,1,6126,Krull,0085811
1983,1,4622,The Man With Two Brains,0085894
1983,3,4283,Superman III,0086393
1983,1,9376,Deathstalker,0087127
1983,1,671,Star Wars: Episode VI - Return of the Jedi,0086190
1983,2,7563,The Outsiders,0086066
1983,1,6439,The Meaning of Life ,0085959
1983,3,7247,Mortelle randonn&eacute;e,0084358
1983,3,8971,The Best Christmas Pageant Ever,0085231
1984,3,1418,The Terminator,0088247
1984,1,8524,Nineteen Eighty-Four,0087803
1984,0,6529,Godzilla 1985,0087344
1984,3,3868,A Private Function,0089838
1984,3,575,Police Academy,0087928
1984,1,4053,The Natural,0087781
1984,1,7532,Razorback,0087981
1984,3,1534,Dune,0087182
1984,0,1048,Indiana Jones and the Temple of Doom,0087469
1984,3,4725,A Passage to India,0087892
1984,3,5879,Children of the Corn,0087050
1984,3,6703,"Silent Night, Deadly Night",0088117
1984,1,4589,Non ci resta che piangere,0087814
1984,3,7492,Angel,0086896
1984,3,3357,Blame It on Rio,0086973
1984,3,6309,Bachelor Party,0086927
1984,1,6072,Trancers,0090192
1984,1,4157,The Neverending Story,0088323
1984,1,3885,Splash,0088161
1984,3,514,The Bostonians,0086992
1984,0,4668,Top Secret!,0088286
1984,3,2765,The Jewel in the Crown,0086739
1984,3,2866,Love Streams,0087644
1984,2,9327,C.H.U.D.,0087015
1984,2,7404,Best Defense,0086955
1984,2,376,Ghostbusters,0087332
1984,2,5040,Body Double,0086984
1984,1,406,Gremlins,0087363
1984,3,613,Amadeus,0086879
1984,3,4193,Purple Rain,0087957
1984,1,5731,Blood Simple.,0086979
1984,0,1848,Beverly Hills Cop,0086960
1984,3,1582,What Have I Done to Deserve This?,0088461
1984,0,2742,A Soldier’s Story,0088146
1984,3,570,Kaze no tani no Naushika,0087544
1984,2,4355,Repo Man,0087995
1984,3,5154,Friday the 13th Part IV: The Final Chapter,0087298
1984,3,4182,A nightmare on Elm Street,0087800
1984,1,1304,Star Trek III: The Search for Spock,0088170
1984,3,743,The Adventures of Buckaroo Banzai Across the 8th Dimension,0086856
1984,1,1536,This Is Spinal Tap,0088258
1984,3,4634,The Muppets Take Manhattan,0087755
1984,2,7403,The Ice Pirates,0087451
1984,1,4623,2010,0086837
1984,3,3489,Night of the Comet,0087799
1984,3,1430,The Karate Kid,0087538
1984,1,7530,El pico 2,0087913
1984,3,5255,Secret Places,0088075
1984,2,9241,All of Me,0086873
1984,3,413,Conan the Destroyer,0087078
1984,0,5796,Starman,0088172
1984,3,6523,Johnny Dangerously,0087507
1984,1,6293,Once Upon A Time In America,0087843
1984,3,1296,Sixteen Candles,0088128
1984,1,5751,Revenge of the Nerds,0088000
1984,3,4087,Poison for the Fairies,0135033
1984,3,4633,The Last Starfighter,0087597
1984,1,7402,The Philadelphia Experiment,0087910
1984,3,4590,Protocol,0087951
1984,3,9311,Rhinestone,0088001
1984,3,7391,Los santos inocentes,0088040
1984,3,8875,The Initiation,0087472
1984,1,813,"Paris, Texas",0087884
1984,0,5761,Another Country,0086904
1984,3,2000,Supergirl,0088206
1984,3,8748,Romancing the Stone,0088011
1985,3,1789,The Trip To Bountiful,0090203
1985,2,8419,Howling II: ... Your Sister Is a Werewolf,0089308
1985,1,2576,Commando,0088944
1985,3,1949,The Black Cauldron,0088814
1985,3,1561,A Room with a View,0091867
1985,2,149,Back to the Future,0088763
1985,0,7576,Night on the Galactic Railroad,0089206
1985,3,5297,Purple Rose of Cairo,0089853
1985,3,486,Otac na sluzbenom putu,0089748
1985,2,6792,Kiss of the Spider Woman,0089424
1985,3,4550,Barbarian Queen,0088771
1985,1,3416,Starchaser: The Legend of Orin,0090065
1985,1,1187,White Nights,0090319
1985,3,963,Sans toi ni loi (Vagabond),0089960
1985,3,2894,Return to Oz,0089908
1985,1,5627,Spies Like Us,0090056
1985,3,5660,The Legend of Billie Jean,0089470
1985,3,5563,Friday the 13th: A New Beginning,0089173
1985,3,4893,Phenomena,0087909
1985,3,752,Girls Just Want to Have Fun,0089208
1985,3,418,Red Sonja,0089893
1985,3,991,The Color Purple,0088939
1985,3,6155,Out of Africa,0089755
1985,0,3802,Day of the Dead,0088993
1985,2,4949,My Beautiful Laundrette,0091578
1985,0,1269,Ladyhawke,0089457
1985,3,3001,The Goonies,0089218
1985,0,9052,Les specialistes,0088167
1985,3,3719,A Chorus Line,0088915
1985,1,2343,Mr Vampire (Geung si sin sang),0089371
1985,1,8007,La Negrita: the Miracle of Our Lady of Los Angeles,5739786
1985,3,602,Agnes of God,0088683
1985,3,402,Just One of the Guys,0089393
1985,3,4945,The Official Story,0089276
1985,2,676,Tomo yo shizukani nemure,0380761
1985,3,3741,Sweet Dreams,0090110
1985,3,520,Weird Science,0090305
1985,0,6730,The Quiet Earth,0089869
1985,1,4480,Detective,0089066
1985,2,8554,The Treasure of Swamp Castle,0137226
1985,3,7173,Flesh+Blood,0089153
1985,3,2613,Wetherby,0090310
1985,2,6873,Rocky IV,0089927
1985,0,1708,Huang tudi (Yellow Earth),0087433
1985,1,1046,Real Genius,0089886
1985,3,9148,The Last Dragon,0089461
1985,0,2531,Ast&eacute;rix et la Surprise de C&eacute;asar (Asterix vs. Caesar),0088748
1985,3,880,Brazil,0088846
1985,2,5943,Fright Night,0089175
1985,1,8924,Pee-wee’s Big Adventure,0089791
1985,3,935,Anne of Green Gables,0088727
1985,3,3666,Desert Hearts,0089015
1985,0,2152,Enemy Mine,0089092
1985,0,6840,Rambo: First Blood Part II,0089880
1985,0,6165,Come and See,0091251
1985,1,576,Police Academy 2: Their First Assignment,0089822
1985,3,3986,Legend,0089469
1985,3,1500,Dim Sum: A Little Bit of Heart,0087150
1985,1,6314,A View to a Kill,0090264
1985,3,1408,Clue,0088930
1985,3,5632,Witness,0090329
1985,3,5467,The Sure Thing,0090103
1985,3,6018,A Nightmare on Elm Street 2: Freddy’s Revenge,0089686
1985,0,6902,Angel’s Egg,0208502
1985,0,8553,Bebukottak,2292794
1985,3,1654,Desperately Seeking Susan,0089017
1985,2,3872,After Hours,0088680
1985,1,2352,Ran,0089881
1985,3,3320,Better Off Dead,0088794
1985,1,1832,Fletch,0089155
1985,3,4123,The Care Bears Movie,0088885
1985,3,6853,Dreamchild,0089052
1985,0,2302,Fandango,0089126
1985,2,7703,Ninja Terminator,0199849
1985,1,5795,Tampopo,0092048
1985,3,203,The Breakfast Club,0088847
1985,0,5564,Re-Animator,0089885
1985,3,8071,Esperando la carroza,0089108
1986,3,211,Ferris Bueller’s Day Off,0091042
1986,1,6021,Captain EO,0090793
1986,3,9229,Under the Cherry Moon,0092133
1986,0,8123,The Fugitives,0091093
1986,0,8286,Pirates,0091757
1986,1,2061,Little Shop of Horrors,0091419
1986,2,1703,Top Gun,0092099
1986,3,1835,Jumpin’ Jack Flash,0091306
1986,3,4632,Howard The Duck,0091225
1986,3,7056,From Beyond,0091083
1986,2,3002,The Fly,0091064
1986,0,4966,Asterix in Britain (Asterix chez les Bretons),0090667
1986,3,4614,Ruthless People,0091877
1986,1,3203,Down by Law,0090967
1986,3,283,Aliens,0090605
1986,3,6972,April Fool’s Day,0090655
1986,3,9171,She’s Gotta Have It,0091939
1986,3,3398,Project A-ko,0091794
1986,1,3093,The Adventures of Milo and Otis,0097050
1986,0,6979,The Mission,0091530
1986,2,1604,Highlander,0091203
1986,3,6954,Children of a Lesser God,0090830
1986,3,8418,Chopping Mall,0090837
1986,1,9411,Cobra,0090859
1986,1,6298,Manhunter,0091474
1986,3,2150,Big Trouble in Little China,0090728
1986,3,2648,Star Trek IV:  The Voyage Home,0092007
1986,3,3614,Crocodile Dundee,0090555
1986,3,4581,The Parent Trap II,0091721
1986,0,2670,When the Wind Blows,0090315
1986,1,8558,Macskafogo,0179955
1986,0,9374,A Better Tomorrow,0092263
1986,3,4315,Pretty in Pink,0091790
1986,1,3701,The Great Mouse Detective,0091149
1986,1,577,Police Academy 3: Back in Training,0091777
1986,3,2070,Peggy Sue Got Married,0091738
1986,3,6819,Peking Opera Blues,0090952
1986,2,2314,The Money Pit,0091541
1986,1,6935,"The Karate Kid, Part II",0091326
1986,2,4684,Maximum Overdrive,0091499
1986,0,3558,Platoon,0091763
1986,1,4591,Back to School,0090685
1986,0,898,Stand By Me,0092005
1986,1,2662,Blue Velvet,0090756
1986,0,3850,The Transformers: The Movie,0092106
1986,3,484,Tenk&ucirc; no shiro Rapyuta,0092067
1986,3,3155,"’night, Mother",0090556
1986,2,7472,The Manhattan Project,0091472
1986,0,7333,The Name Of The Rose,0091605
1986,3,7480,Matador,0091495
1986,1,2421,Armed and Dangerous,0090660
1986,3,253,Labyrinth,0091369
1986,3,2658,SpaceCamp,0091993
1986,3,1017,Hannah and Her Sisters,0091167
1986,3,4576,Flight of the Navigator,0091059
1986,3,2,Short Circuit,0091949
1986,2,8486,Deadly Friend,0090917
1986,3,6221,Rosa Luxemburg,0091869
1986,2,8388,Critters,0090887
1986,3,4451,Hour of the Star,0089297
1986,3,9304,About Last Night,0090583
1986,0,6711,Il caso Moro,0090805
1986,3,2490,An American Tail,0090633
1986,0,1397,Kin-Dza-Dza,0091341
1986,2,6202,!Three Amigos!,0092086
1986,2,9121,Terrorizers,0091355
1986,1,4894,F/X,0089118
1986,3,1614,The Clan of the Cave Bear,0090848
1987,3,2218,I’ve Heard the Mermaids Singing,0093239
1987,3,1657,September,0093940
1987,3,1034,The Wonderful Wizard of Oz,0098675
1987,1,6062,Au Revoir Les Enfants,0092593
1987,1,8672,The Secret of My Succe$s,0093936
1987,3,4737,Fatal Attraction,0093010
1987,0,7049,Bad Taste,0092610
1987,3,4811,Light of Day,0093415
1987,3,5290,Hansel and Gretel,0093144
1987,3,4535,Black Widow,0090738
1987,3,3916,Evil Dead II,0092991
1987,1,1113,Lethal Weapon,0093409
1987,3,4228,Outrageous Fortune,0093690
1987,3,3582,Hellraiser,0093177
1987,1,1849,Beverly Hills Cop II,0092644
1987,3,6824,Creepshow 2,0092796
1987,3,1792,The Whales Of August,0094315
1987,3,7590,El bosque animado,0092693
1987,2,2710,Fatal Beauty,0093011
1987,0,9375,A Better Tomorrow II,0094357
1987,2,322,The Princess Bride,0093779
1987,1,2927,"Planes, Trains &amp; Automobiles",0093748
1987,3,1902,84 Charing Cross Road,0090570
1987,3,2365,Hard Ticket to Hawaii,0093146
1987,3,9389,Deathstalker II,0092860
1987,1,2437,Radio Days,0093818
1987,3,3611,Prince of Darkness,0093777
1987,0,2243,Wings of Desire,0093191
1987,3,5767,A Nightmare on Elm Street 3: Dream Warriors,0093629
1987,1,134,"Good Morning, Vietnam",0093105
1987,3,2250,The Witches of Eastwick,0094332
1987,1,5373,Empire of the Sun,0092965
1987,3,3781,The Chipmunk Adventure,0092752
1987,3,815,Babette’s Feast,0092603
1987,3,9286,Can’t Buy Me Love,0092718
1987,3,8692,The Running Man,0093894
1987,3,5310,Broadcast News,0092699
1987,1,1887,Withnail &amp; I,0094336
1987,2,2644,Maurice,0093512
1987,3,4620,Dragnet,0092925
1987,3,321,Dirty Dancing,0092890
1987,2,9205,My Demon Lover,0093589
1987,3,1862,Around the World in Eighty Ways,0092581
1987,3,7661,La ley del deseo,0093412
1987,3,3290,Barbie and the Rockers: Out of This World,0313254
1987,3,4297,Superman IV: The Quest for Peace,0094074
1987,2,4412,The Gate,0093075
1987,3,2215,Bagdad Cafe,0095801
1987,3,3249,The Last Emperor,0093389
1987,1,7918,Epidemic,0092972
1987,3,5789,Waiting for the Moon,0094286
1987,0,720,Full Metal Jacket,0093058
1987,1,7002,3 Men and a Baby,0094137
1987,3,7035,Hope and Glory,0093209
1987,3,2029,House of Games,0093223
1987,3,3602,Nice Girls Don’t Explode,0093617
1987,3,3635,Raising Arizona,0093822
1987,3,5592,House II: The Second Story,0093220
1987,3,6920,Jaws: The Revenge,0093300
1987,3,7507,Adventures in Babysitting,0092513
1987,1,3003,The Lost Boys,0093437
1987,3,1181,Housekeeping,0093225
1987,3,2665,High Tide,0095305
1987,3,3898,Ngati,0093615
1987,3,2744,Moonstruck,0093565
1987,3,2523,Baby Boom,0092605
1987,0,1928,Predator,0093773
1987,3,1203,Overboard,0093693
1987,0,5017,Swimming to Cambodia,0094089
1987,1,579,Police Academy 4: Citizens on Patrol,0093756
1987,3,1078,Spaceballs,0094012
1987,1,547,RoboCop,0093870
1987,1,2471,Angel Heart,0092563
1988,2,9060,Bull Durham,0094812
1988,0,1860,Killer Klowns from Outer Space,0095444
1988,3,4774,My Stepmother Is an Alien,0095687
1988,3,259,Tonari no Totoro,0096283
1988,3,2493,Beaches,0094715
1988,0,6746,Wong gok ka moon,0096461
1988,3,647,Beetle Juice,0094721
1988,2,8406,Earth Girls Are Easy,0097257
1988,3,2905,The Land Before Time,0095489
1988,3,4582,Rock ’n&#39; Roll Mom,0096001
1988,3,3448,Scooby-Doo and the Ghoul School,0189071
1988,1,1824,The Naked Gun: From the Files of Police Squad!,0095705
1988,0,9206,Igla,0097561
1988,3,4628,Two Moon Junction,0096324
1988,0,5867,Grave of the Fireflies,0095327
1988,1,4578,Young Guns,0096487
1988,3,6020,A Nightmare on Elm Street 4: The Dream Master,0095742
1988,1,1158,Bloodsport,0092675
1988,3,859,Heathers,0097493
1988,3,3559,Married to the Mob,0095593
1988,3,2485,Satisfaction,0096037
1988,3,940,Mystic Pizza,0095690
1988,0,9418,The Bear,0095800
1988,1,2663,Action Jackson,0094612
1988,2,4672,Dead Ringers,0094964
1988,0,5179,Gakk&ocirc; no kaidan G,0330312
1988,3,5383,Another Woman,0094663
1988,3,4705,Child’s Play,0094862
1988,3,2462,Hairspray,0095270
1988,3,4813,World Gone Wild,0096465
1988,3,8771,Gorillas in the Mist,0095243
1988,1,5324,Big,0094737
1988,3,2502,The Accused,0094608
1988,1,8515,Lady in White,0095484
1988,3,1647,L’etudiante,0096523
1988,3,7099,Pumpkinhead,0095925
1988,1,3482,Rain Man,0095953
1988,0,1293,They Live,0096256
1988,0,9410,Rambo III,0095956
1988,1,5881,Spoorloos,0096163
1988,1,9489,Vibes,0096378
1988,3,8389,Critters 2,0094919
1988,3,1629,Dangerous Liaisons,0094947
1988,3,739,Willow,0096446
1988,1,580,Police Academy 5: Assignment: Miami Beach,0095882
1988,3,814,Maniac Cop,0095583
1988,3,4374,Appleseed,0094668
1988,3,619,Die Hard,0095016
1988,3,2505,Big Business,0094739
1988,2,2903,Midnight Run,0095631
1988,3,1911,A Fish Called Wanda,0095159
1988,1,136,Who Framed Roger Rabbit,0096438
1988,2,9453,The Big Blue,0095250
1988,2,7423,Remando al viento [Rowing with the Wind],0093840
1988,3,5258,Sticky Fingers,0096176
1988,3,2960,"Distant Voices, Still Lives",0095037
1988,3,4986,Scrooged,0096061
1988,3,5569,Caddyshack II,0094824
1988,3,572,Twins,0096320
1988,1,2784,Alien Nation,0094631
1988,3,256,Coming to America,0094898
1988,3,1070,Working Girl,0096463
1988,3,2653,Feds,0095145
1988,2,5128,The Last Temptation of Christ,0095497
1988,3,4815,Hell Comes to Frogtown,0093171
1988,1,5595,The Adventures of Baron Munchausen,0096764
1988,1,5261,Hellbound: Hellraiser II,0095294
1988,3,4990,Crossing Delancey,0094921
1988,2,1210,Oliver &amp; Company,0095776
1988,3,2406,Women on the Verge of a Nervous Breakdown,0095675
1988,3,1714,Poltergeist III,0095889
1988,2,7161,The Accidental Tourist,0094606
1988,1,2244,Akira,0094625
1988,1,4998,Cinema Paradiso,0095765
1988,1,3075,Torch Song Trilogy,0096289
1989,1,734,Fat Man and Little Boy,0097336
1989,3,3803,The Seventh Continent,0098327
1989,3,8470,Celia,0094849
1989,3,1499,Wild Orchid,0100934
1989,1,511,Road House,0098206
1989,3,849,Troop Beverly Hills,0098519
1989,3,7438,Millennium,0097883
1989,1,1023,Batman,0096895
1989,0,4646,Leningrad Cowboys Go America,0097728
1989,3,4760,Teen Witch,0098453
1989,3,8323,National Lampoon’s Christmas Vacation,0097958
1989,1,9487,Blind Fury,0096945
1989,3,6024,A Nightmare on Elm Street 5: The Dream Child,0097981
1989,3,7213,Godzilla vs. Biollante,0097444
1989,2,4364,Licence to Kill,0097742
1989,2,2463,Bill &amp; Ted’s Excellent Adventure,0096928
1989,3,159,Uncle Buck,0098554
1989,3,7269,My Left Foot,0097937
1989,2,3934,Drugstore Cowboy,0097240
1989,3,924,Steel Magnolias,0098384
1989,3,181,When Harry Met Sally,0098635
1989,3,666,The Little Mermaid,0097757
1989,3,700,Majo no takky&ucirc;bin (Kiki’s Delivery Service),0097814
1989,0,6975,Glory,0097441
1989,3,7048,Loverboy,0097790
1989,1,1834,Weekend at Bernie’s,0098627
1989,1,2361,Dead Poets Society,0097165
1989,1,581,Police Academy 6: City Under Siege,0098105
1989,2,1540,Ghostbusters II,0097428
1989,0,4606,Dead Calm,0097162
1989,1,2074,The &#39;Burbs,0096734
1989,2,6594,Do the Right Thing,0097216
1989,3,5574,Born on the Fourth of July,0096969
1989,1,5277,Turner &amp; Hooch,0098536
1989,3,4175,Meet The Feebles,0097858
1989,3,6675,Friday the 13th Part VIII: Jason Takes Manhattan,0097388
1989,3,7842,The Delinquents,0097182
1989,3,2488,She-Devil,0098309
1989,1,1201,Star Trek V: The Final Frontier,0098382
1989,3,2528,All Dogs Go to Heaven,0096787
1989,3,1603,"Honey, I Shrunk the Kids",0097523
1989,2,1640,Let It Ride,0097731
1989,1,336,Resan till Melonia,0098189
1989,2,4270,Say Anything...,0098258
1989,3,591,Mystery Train,0097940
1989,3,5534,Chopper Chicks in Zombietown,0103959
1989,1,4036,UHF,0098546
1989,2,7268,Field of Dreams,0097351
1989,3,2353,Henry V,0097499
1989,3,8997,Savage Beach,0098257
1989,1,1833,Fletch Lives,0097366
1989,1,3808,Major League,0097815
1989,3,7255,Driving Miss Daisy,0097239
1989,3,1847,"Get Smart, Again!",0097423
1989,0,9485,Kickboxer,0097659
1989,3,150,Back to the Future Part II,0096874
1989,3,4397,Oranges Are Not The Only Fruit,0098032
1989,3,8507,Babar: The Movie,0096869
1989,0,1049,Indiana Jones and the Last Crusade,0097576
1989,3,4268,Shag,0098300
1989,3,3932,Leviathan,0097737
1989,3,1463,Przesluchanie,0084548
1989,3,1103,Shirley Valentine,0098319
1989,3,2619,Crimes and Misdemeanors,0097123
1989,1,4597,"The Cook, the Thief, His Wife &amp; Her Lover",0097108
1989,2,2065,"Sex, Lies, and Videotape",0098724
1989,3,7222,Lethal Weapon 2,0097733
1989,3,1478,The Abyss,0096754
1989,0,4579,The Dream Team,0097235
1990,3,926,The Handmaid&#39;s Tale,0099731
1990,3,5776,Where the Heart Is,0100924
1990,2,5581,Stella,0100691
1990,2,5347,Europa Europa,0099776
1990,1,7659,Rosencrantz &amp; Guildenstern Are Dead,0100519
1990,2,2820,Joe Versus the Volcano,0099892
1990,3,8021,Hidden Agenda,0099768
1990,3,1173,Mindwalk,0100151
1990,3,443,Mermaids,0100140
1990,3,8097,Metropolitan,0100142
1990,3,8061,The Godfather: Part III,0099674
1990,3,4034,The Long Walk Home,0100046
1990,3,2211,Goodfellas,0099685
1990,1,8584,The Reflecting Skin,0100469
1990,2,8043,Class of 1999,0099277
1990,3,3247,Happily Ever After,0099733
1990,1,5688,Jacob’s Ladder,0099871
1990,3,4706,Child’s Play 2,0099253
1990,0,7426,Dragon Ball Z: Bardock - The Father of Goku,0142245
1990,3,2963,Die Hard 2,0099423
1990,3,6656,The Nasty Girl (Das schreckliche M&auml;dchen),0100557
1990,1,5908,Dragon Ball Z: The Movie - The Tree of Might,0142233
1990,3,2942,Flatliners,0099582
1990,3,6562,Cry-Baby,0099329
1990,3,2379,Bimbos B.C.,0196378
1990,3,1728,"I, the Worst of All",0100990
1990,1,7626,Dances with Wolves,0099348
1990,3,432,Home Alone,0099785
1990,3,1663,Tremors,0100814
1990,3,3566,Qin yong,0098147
1990,3,6542,Kindergarten Cop,0099938
1990,3,4574,I love you to death,0099819
1990,1,151,Back to the Future Part III,0099088
1990,3,1441,Paris is Burning,0100332
1990,0,2242,Darkman,0099365
1990,3,209,The Witches,0100944
1990,1,459,Misery,0100157
1990,2,5182,Predator 2,0100403
1990,0,3662,Dark Angel (I Come in Peace),0099817
1990,3,8929,Barbarian Queen II: The Empress Strikes Back,0103768
1990,3,2296,An Angel at My Table,0099040
1990,0,5556,Lord of the Flies,0100054
1990,1,3000,The Hunt for Red October,0099810
1990,0,4750,Miller’s Crossing,0100150
1990,1,5237,RoboCop 2,0100502
1990,3,6081,Alice,0099012
1990,2,2577,Wild at Heart,0100935
1990,3,4174,Strangers in Good Company,0102993
1990,1,5777,Presumed Innocent,0100404
1990,1,3561,Close-Up,0100234
1990,0,4080,I Hired a Contract Killer,0099818
1990,2,5284,Teenage Mutant Ninja Turtles,0100758
1990,3,869,Nikita,0100263
1990,1,118,Total Recall,0100802
1990,3,4719,Troll 2,0105643
1990,3,6289,Criminal Justice,0099321
1990,3,2442,Edward Scissorhands,0099487
1990,0,9481,The Sheltering Sky,0100594
1990,3,3721,A Little Night Music,0359610
1990,2,2313,The Bonfire of the Vanities,0099165
1990,3,5614,"Welcome Home, Roxy Carmichael",0100911
1990,3,1130,Ghost,0099653
1990,3,796,Life Is Sweet,0100024
1990,0,3524,The Russia House,0100530
1990,3,533,Postcards from the Edge,0100395
1990,0,4807,Air America,0099005
1990,3,2156,Pretty Woman,0100405
1990,1,8051,The Rescuers Down Under,0100477
1990,1,1935,White Hunter Black Heart,0100928
1990,3,5301,A Tale of Springtime,0097106
1990,3,5333,The Match Factory Girl,0098532
1990,1,454,It,0099864
1990,3,5399,Portrait of a Marriage,0098897
1991,3,7938,Cape Fear,0101540
1991,3,2740,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,0103060
1991,2,6028,Freddy’s Dead: The Final Nightmare,0101917
1991,3,767,Fried Green Tomatoes,0101921
1991,1,3251,Bill &amp; Ted’s Bogus Journey,0101452
1991,3,266,Thelma &amp; Louise,0103074
1991,0,7609,Riff-Raff,0100491
1991,3,308,Omohide poro poro,0102587
1991,2,5638,Boyz n the Hood,0101507
1991,3,2637,Don’t Tell Mom the Babysitter&#39;s Dead,0101757
1991,2,7655,Oscar,0102603
1991,1,3563,Hot Shots!,0102059
1991,3,3058,The Object of Beauty,0102573
1991,1,2326,Black Robe,0101465
1991,3,5260,Madonna: Truth or Dare,0102370
1991,1,5332,The Lovers on the Bridge,0101318
1991,3,1579,Robin Hood: Prince of Thieves,0102798
1991,3,9094,Until the End of the World,0101458
1991,3,2216,Salmonberries,0102829
1991,1,1125,White Fang,0103247
1991,3,7200,JFK,0102138
1991,3,7235,Paprika,0098063
1991,1,2315,Barton Fink,0101410
1991,3,4241,Into The Woods,0099851
1991,2,3592,Star Trek VI: The Undiscovered Country,0102975
1991,2,1033,Hook,0102057
1991,1,9378,Highlander II,0102034
1991,0,4736,Europa,0101829
1991,3,4631,Defending Your Life,0101698
1991,0,3036,Rubin and Ed,0102817
1991,1,9322,Samurai Cop,0130236
1991,3,913,Impromptu,0102103
1991,3,2408,’Merci la vie&#39;,0102436
1991,3,7163,The People Under the Stairs,0105121
1991,3,4973,The Princess and the Goblin,0107875
1991,3,1297,Raise the Red Lantern,0101640
1991,3,2455,Daughters of the Dust,0104057
1991,1,6335,Nekromantik 2,0102522
1991,3,4290,The Last Boy Scout,0102266
1991,1,3987,The Rocketeer,0102803
1991,1,2857,Motorama,0104922
1991,3,710,Tacones Lejanos,0103030
1991,1,5833,Dick Tracy,0099422
1991,0,4577,Life Stinks,0102303
1991,3,3544,Hudson Hawk,0102070
1991,3,2180,The Double Life of Veronique,0101765
1991,1,7650,My Own Private Idaho,0102494
1991,3,2846,Night on Earth,0102536
1991,3,467,Other People's Money,0102609
1991,1,5814,The Five Heartbeats,0101891
1991,1,2785,Delirious,0101701
1991,3,4358,Neon City,0104981
1991,3,2491,An American Tail: Fievel Goes West,0101329
1991,3,6371,Soapdish,0102951
1991,1,7632,Frankie and Johnny,0101912
1991,3,1405,The Fisher King,0101889
1991,3,847,Terminator 2: Judgement Day,0103064
1991,3,32,The Silence of the Lambs,0102926
1991,3,7365,City Slickers,0101587
1991,0,6089,Dragon Ball Z: Cooler’s Revenge,1125254
1991,3,183,Beauty and the Beast,0101414
1991,0,1697,Toy Soldiers,0103112
1991,3,3595,The Addams Family,0101272
1991,0,512,Point Break,0102685
1991,3,4666,L.A. Story,0102250
1991,3,5133,Lethal Games,0100009
1991,3,5265,My Girl,0102492
1991,2,8062,Mediterraneo,0102426
1991,1,1089,Doc Hollywood,0101745
1991,3,5639,The Linguini Incident,0102313
1991,3,2913,Critters 3,0101627
1991,1,1825,The Naked Gun 2 1/2: The Smell of Fear,0102510
1991,3,7172,Hachi-gatsu no rapusodi,0101991
1991,0,1429,Closet Land,0101597
1991,1,7146,Robin Hood,0102797
1991,2,3292,What About Bob?,0103241
1991,3,879,Shakes the Clown,0102898
1991,2,1346,Flirting,0101898
1991,3,1846,Slacker,0102943
1992,1,1126,The Mighty Ducks,0104868
1992,3,433,Home Alone 2: Lost in New York,0104431
1992,1,1867,Full Contact,0105851
1992,1,7601,Freddie as F.R.O.7.,0104298
1992,0,450,Glengarry Glen Ross,0104348
1992,0,98,Aladdin,0103639
1992,1,9331,Strictly Ballroom,0105488
1992,2,3556,King of Beggars,0100963
1992,3,4391,Malcolm X,0104797
1992,3,4839,The Cutting Edge,0104040
1992,3,5318,Boomerang,0103859
1992,1,1895,My Cousin Vinny,0104952
1992,3,1345,Gas Food Lodging,0104321
1992,1,9221,The Lover / L&#39;amant,0101316
1992,2,1877,Orlando,0107756
1992,3,560,A League of Their Own,0104694
1992,3,1352,Sister Act,0105417
1992,3,5005,Candyman,0103919
1992,2,8991,The Bodyguard,0103855
1992,1,8622,Encino Man,0104187
1992,0,18,Reservoir Dogs,0105236
1992,2,9242,Stay Tuned,0105466
1992,3,2466,Leaving Normal,0104697
1992,3,748,Buffy the Vampire Slayer,0103893
1992,1,2628,Newsies,0104990
1992,1,7640,HouseSitter,0104452
